,Pokedex_Number,Name,Type1,Type2,Attack,Defense,Experience_Growth,Base_Egg,Base_Happiness,Base_Total,Capture_Rate,Height_M,Weight_Kg,Generation,Is_Legendary,Hp,Sp_Attack,Sp_Defense,Speed,Abilities,Type,N_Abilities,BMI
239,240,Magby,Fire,NaN,75.0,37.0,1000000.0,6400.0,70.0,365.0,45.0,0.7,21.4,2,0,45.0,70.0,55.0,83.0,"['Flame Body', 'Vital Spirit']",Fire,2,43.673469387755105
240,241,Miltank,Normal,NaN,80.0,105.0,1250000.0,5120.0,70.0,490.0,45.0,1.2,75.5,2,0,95.0,40.0,70.0,100.0,"['Thick Fat', 'Scrappy', 'Sap Sipper']",Normal,3,52.43055555555556
241,242,Blissey,Normal,NaN,10.0,10.0,800000.0,10240.0,140.0,540.0,30.0,1.5,46.8,2,0,255.0,75.0,135.0,55.0,"['Natural Cure', 'Serene Grace', 'Healer']",Normal,3,20.799999999999997
242,243,Raikou,Electric,NaN,85.0,75.0,1250000.0,20480.0,35.0,580.0,3.0,1.9,178.0,2,1,90.0,115.0,100.0,115.0,"['Pressure', 'Inner Focus']",Electric,2,49.307479224376735
243,244,Entei,Fire,NaN,115.0,85.0,1250000.0,20480.0,35.0,580.0,3.0,2.1,198.0,2,1,115.0,90.0,75.0,100.0,"['Pressure', 'Inner Focus']",Fire,2,44.89795918367347
244,245,Suicune,Water,NaN,75.0,115.0,1250000.0,20480.0,35.0,580.0,3.0,2.0,187.0,2,1,100.0,90.0,115.0,85.0,"['Pressure', 'Inner Focus']",Water,2,46.75
245,246,Larvitar,Rock,Ground,64.0,50.0,1250000.0,10240.0,35.0,300.0,45.0,0.6,72.0,2,0,50.0,45.0,50.0,41.0,"['Guts', 'Sand Veil']",Rock_Ground,2,200.0
246,247,Pupitar,Rock,Ground,84.0,70.0,1250000.0,10240.0,35.0,410.0,45.0,1.2,152.0,2,0,70.0,65.0,70.0,51.0,['Shed Skin'],Rock_Ground,1,105.55555555555556
247,248,Tyranitar,Rock,Dark,164.0,150.0,1250000.0,10240.0,35.0,700.0,45.0,2.0,202.0,2,0,100.0,95.0,120.0,71.0,"['Sand Stream', 'Unnerve']",Rock_Dark,2,50.5
248,249,Lugia,Psychic,Flying,90.0,130.0,1250000.0,30720.0,0.0,680.0,3.0,5.2,216.0,2,1,106.0,90.0,154.0,110.0,"['Pressure', 'Multiscale']",Psychic_Flying,2,7.988165680473372
249,250,Ho-Oh,Fire,Flying,130.0,90.0,1250000.0,30720.0,0.0,680.0,3.0,3.8,199.0,2,1,106.0,110.0,154.0,90.0,"['Pressure', 'Regenerator']",Fire_Flying,2,13.781163434903048
250,251,Celebi,Psychic,Grass,100.0,100.0,1059860.0,30720.0,100.0,600.0,45.0,0.6,5.0,2,1,100.0,100.0,100.0,100.0,['Natural Cure'],Psychic_Grass,1,13.88888888888889
251,252,Treecko,Grass,NaN,45.0,35.0,1059860.0,5120.0,70.0,310.0,45.0,0.5,5.0,3,0,40.0,65.0,55.0,70.0,"['Overgrow', 'Unburden']",Grass,2,20.0
252,253,Grovyle,Grass,NaN,65.0,45.0,1059860.0,5120.0,70.0,405.0,45.0,0.9,21.6,3,0,50.0,85.0,65.0,95.0,"['Overgrow', 'Unburden']",Grass,2,26.666666666666668
253,254,Sceptile,Grass,NaN,110.0,75.0,1059860.0,5120.0,70.0,630.0,45.0,1.7,52.2,3,0,70.0,145.0,85.0,145.0,"['Overgrow', 'Unburden']",Grass,2,18.062283737024224
254,255,Torchic,Fire,NaN,60.0,40.0,1059860.0,5120.0,70.0,310.0,45.0,0.4,2.5,3,0,45.0,70.0,50.0,45.0,"['Blaze', 'Speed Boost']",Fire,2,15.624999999999996
255,256,Combusken,Fire,Fighting,85.0,60.0,1059860.0,5120.0,70.0,405.0,45.0,0.9,19.5,3,0,60.0,85.0,60.0,55.0,"['Blaze', 'Speed Boost']",Fire_Fighting,2,24.074074074074073
256,257,Blaziken,Fire,Fighting,160.0,80.0,1059860.0,5120.0,70.0,630.0,45.0,1.9,52.0,3,0,80.0,130.0,80.0,100.0,"['Blaze', 'Speed Boost']",Fire_Fighting,2,14.40443213296399
257,258,Mudkip,Water,NaN,70.0,50.0,1059860.0,5120.0,70.0,310.0,45.0,0.4,7.6,3,0,50.0,50.0,50.0,40.0,"['Torrent', 'Damp']",Water,2,47.499999999999986
258,259,Marshtomp,Water,Ground,85.0,70.0,1059860.0,5120.0,70.0,405.0,45.0,0.7,28.0,3,0,70.0,60.0,70.0,50.0,"['Torrent', 'Damp']",Water_Ground,2,57.14285714285715
259,260,Swampert,Water,Ground,150.0,110.0,1059860.0,5120.0,70.0,635.0,45.0,1.5,81.9,3,0,100.0,95.0,110.0,70.0,"['Torrent', 'Damp']",Water_Ground,2,36.400000000000006
260,261,Poochyena,Dark,NaN,55.0,35.0,1000000.0,3840.0,70.0,220.0,255.0,0.5,13.6,3,0,35.0,30.0,30.0,35.0,"['Run Away', 'Quick Feet', 'Rattled']",Dark,3,54.4
261,262,Mightyena,Dark,NaN,90.0,70.0,1000000.0,3840.0,70.0,420.0,127.0,1.0,37.0,3,0,70.0,60.0,60.0,70.0,"['Intimidate', 'Quick Feet', 'Moxie']",Dark,3,37.0
262,263,Zigzagoon,Normal,NaN,30.0,41.0,1000000.0,3840.0,70.0,240.0,255.0,0.4,17.5,3,0,38.0,30.0,41.0,60.0,"['Pickup', 'Gluttony', 'Quick Feet']",Normal,3,109.37499999999999
263,264,Linoone,Normal,NaN,70.0,61.0,1000000.0,3840.0,70.0,420.0,90.0,0.5,32.5,3,0,78.0,50.0,61.0,100.0,"['Pickup', 'Gluttony', 'Quick Feet']",Normal,3,130.0
264,265,Wurmple,Bug,NaN,45.0,35.0,1000000.0,3840.0,70.0,195.0,255.0,0.3,3.6,3,0,45.0,20.0,30.0,20.0,"['Shield Dust', 'Run Away']",Bug,2,40.0
265,266,Silcoon,Bug,NaN,35.0,55.0,1000000.0,3840.0,70.0,205.0,120.0,0.6,10.0,3,0,50.0,25.0,25.0,15.0,['Shed Skin'],Bug,1,27.77777777777778
266,267,Beautifly,Bug,Flying,70.0,50.0,1000000.0,3840.0,70.0,395.0,45.0,1.0,28.4,3,0,60.0,100.0,50.0,65.0,"['Swarm', 'Rivalry']",Bug_Flying,2,28.4
267,268,Cascoon,Bug,NaN,35.0,55.0,1000000.0,3840.0,70.0,205.0,120.0,0.7,11.5,3,0,50.0,25.0,25.0,15.0,['Shed Skin'],Bug,1,23.469387755102044
268,269,Dustox,Bug,Poison,50.0,70.0,1000000.0,3840.0,70.0,385.0,45.0,1.2,31.6,3,0,60.0,50.0,90.0,65.0,"['Shield Dust', 'Compoundeyes']",Bug_Poison,2,21.944444444444446
269,270,Lotad,Water,Grass,30.0,30.0,1059860.0,3840.0,70.0,220.0,255.0,0.5,2.6,3,0,40.0,40.0,50.0,30.0,"['Swift Swim', 'Rain Dish', 'Own Tempo']",Water_Grass,3,10.4
270,271,Lombre,Water,Grass,50.0,50.0,1059860.0,3840.0,70.0,340.0,120.0,1.2,32.5,3,0,60.0,60.0,70.0,50.0,"['Swift Swim', 'Rain Dish', 'Own Tempo']",Water_Grass,3,22.569444444444446
271,272,Ludicolo,Water,Grass,70.0,70.0,1059860.0,3840.0,70.0,480.0,45.0,1.5,55.0,3,0,80.0,90.0,100.0,70.0,"['Swift Swim', 'Rain Dish', 'Own Tempo']",Water_Grass,3,24.444444444444443
272,273,Seedot,Grass,NaN,40.0,50.0,1059860.0,3840.0,70.0,220.0,255.0,0.5,4.0,3,0,40.0,30.0,30.0,30.0,"['Chlorophyll', 'Early Bird', 'Pickpocket']",Grass,3,16.0
273,274,Nuzleaf,Grass,Dark,70.0,40.0,1059860.0,3840.0,70.0,340.0,120.0,1.0,28.0,3,0,70.0,60.0,40.0,60.0,"['Chlorophyll', 'Early Bird', 'Pickpocket']",Grass_Dark,3,28.0
274,275,Shiftry,Grass,Dark,100.0,60.0,1059860.0,3840.0,70.0,480.0,45.0,1.3,59.6,3,0,90.0,90.0,60.0,80.0,"['Chlorophyll', 'Early Bird', 'Pickpocket']",Grass_Dark,3,35.26627218934911
275,276,Taillow,Normal,Flying,55.0,30.0,1059860.0,3840.0,70.0,270.0,200.0,0.3,2.3,3,0,40.0,30.0,30.0,85.0,"['Guts', 'Scrappy']",Normal_Flying,2,25.555555555555554
276,277,Swellow,Normal,Flying,85.0,60.0,1059860.0,3840.0,70.0,455.0,45.0,0.7,19.8,3,0,60.0,75.0,50.0,125.0,"['Guts', 'Scrappy']",Normal_Flying,2,40.40816326530613
277,278,Wingull,Water,Flying,30.0,30.0,1000000.0,5120.0,70.0,270.0,190.0,0.6,9.5,3,0,40.0,55.0,30.0,85.0,"['Keen Eye', 'Hydration', 'Rain Dish']",Water_Flying,3,26.38888888888889
278,279,Pelipper,Water,Flying,50.0,100.0,1000000.0,5120.0,70.0,440.0,45.0,1.2,28.0,3,0,60.0,95.0,70.0,65.0,"['Keen Eye', 'Drizzle', 'Rain Dish']",Water_Flying,3,19.444444444444446
279,280,Ralts,Psychic,Fairy,25.0,25.0,1250000.0,5120.0,35.0,198.0,235.0,0.4,6.6,3,0,28.0,45.0,35.0,40.0,"['Synchronize', 'Trace', 'Telepathy']",Psychic_Fairy,3,41.24999999999999
280,281,Kirlia,Psychic,Fairy,35.0,35.0,1250000.0,5120.0,35.0,278.0,120.0,0.8,20.2,3,0,38.0,65.0,55.0,50.0,"['Synchronize', 'Trace', 'Telepathy']",Psychic_Fairy,3,31.562499999999993
281,282,Gardevoir,Psychic,Fairy,85.0,65.0,1250000.0,5120.0,35.0,618.0,45.0,1.6,48.4,3,0,68.0,165.0,135.0,100.0,"['Synchronize', 'Trace', 'Telepathy']",Psychic_Fairy,3,18.906249999999996
282,283,Surskit,Bug,Water,30.0,32.0,1000000.0,3840.0,70.0,269.0,200.0,0.5,1.7,3,0,40.0,50.0,52.0,65.0,"['Swift Swim', 'Rain Dish']",Bug_Water,2,6.8
283,284,Masquerain,Bug,Flying,60.0,62.0,1000000.0,3840.0,70.0,454.0,75.0,0.8,3.6,3,0,70.0,100.0,82.0,80.0,"['Intimidate', 'Unnerve']",Bug_Flying,2,5.624999999999999
284,285,Shroomish,Grass,NaN,40.0,60.0,1640000.0,3840.0,70.0,295.0,255.0,0.4,4.5,3,0,60.0,40.0,60.0,35.0,"['Effect Spore', 'Poison Heal', 'Quick Feet']",Grass,3,28.124999999999993
285,286,Breloom,Grass,Fighting,130.0,80.0,1640000.0,3840.0,70.0,460.0,90.0,1.2,39.2,3,0,60.0,60.0,60.0,70.0,"['Effect Spore', 'Poison Heal', 'Technician']",Grass_Fighting,3,27.222222222222225
286,287,Slakoth,Normal,NaN,60.0,60.0,1250000.0,3840.0,70.0,280.0,255.0,0.8,24.0,3,0,60.0,35.0,35.0,30.0,['Truant'],Normal,1,37.49999999999999
287,288,Vigoroth,Normal,NaN,80.0,80.0,1250000.0,3840.0,70.0,440.0,120.0,1.4,46.5,3,0,80.0,55.0,55.0,90.0,['Vital Spirit'],Normal,1,23.72448979591837
288,289,Slaking,Normal,NaN,160.0,100.0,1250000.0,3840.0,70.0,670.0,45.0,2.0,130.5,3,0,150.0,95.0,65.0,100.0,['Truant'],Normal,1,32.625
289,290,Nincada,Bug,Ground,45.0,90.0,600000.0,3840.0,70.0,266.0,255.0,0.5,5.5,3,0,31.0,30.0,30.0,40.0,"['Compoundeyes', 'Run Away']",Bug_Ground,2,22.0
290,291,Ninjask,Bug,Flying,90.0,45.0,600000.0,3840.0,70.0,456.0,120.0,0.8,12.0,3,0,61.0,50.0,50.0,160.0,"['Speed Boost', 'Infiltrator']",Bug_Flying,2,18.749999999999996
291,292,Shedinja,Bug,Ghost,90.0,45.0,600000.0,3840.0,70.0,236.0,45.0,0.8,1.2,3,0,1.0,30.0,30.0,40.0,['Wonder Guard'],Bug_Ghost,1,1.8749999999999996
292,293,Whismur,Normal,NaN,51.0,23.0,1059860.0,5120.0,70.0,240.0,190.0,0.6,16.3,3,0,64.0,51.0,23.0,28.0,"['Soundproof', 'Rattled']",Normal,2,45.27777777777778
293,294,Loudred,Normal,NaN,71.0,43.0,1059860.0,5120.0,70.0,360.0,120.0,1.0,40.5,3,0,84.0,71.0,43.0,48.0,"['Soundproof', 'Scrappy']",Normal,2,40.5
294,295,Exploud,Normal,NaN,91.0,63.0,1059860.0,5120.0,70.0,490.0,45.0,1.5,84.0,3,0,104.0,91.0,73.0,68.0,"['Soundproof', 'Scrappy']",Normal,2,37.333333333333336
295,296,Makuhita,Fighting,NaN,60.0,30.0,1640000.0,5120.0,70.0,237.0,180.0,1.0,86.4,3,0,72.0,20.0,30.0,25.0,"['Thick Fat', 'Guts', 'Sheer Force']",Fighting,3,86.4
296,297,Hariyama,Fighting,NaN,120.0,60.0,1640000.0,5120.0,70.0,474.0,200.0,2.3,253.8,3,0,144.0,40.0,60.0,50.0,"['Thick Fat', 'Guts', 'Sheer Force']",Fighting,3,47.977315689981104
297,298,Azurill,Normal,Fairy,20.0,40.0,800000.0,2560.0,70.0,190.0,150.0,0.2,2.0,3,0,50.0,20.0,40.0,20.0,"['Thick Fat', 'Huge Power', 'Sap Sipper']",Normal_Fairy,3,49.99999999999999
298,299,Nosepass,Rock,NaN,45.0,135.0,1000000.0,5120.0,70.0,375.0,255.0,1.0,97.0,3,0,30.0,45.0,90.0,30.0,"['Sturdy', 'Magnet Pull', 'Sand Force']",Rock,3,97.0
299,300,Skitty,Normal,NaN,45.0,45.0,800000.0,3840.0,70.0,260.0,255.0,0.6,11.0,3,0,50.0,35.0,35.0,50.0,"['Cute Charm', 'Normalize', 'Wonder Skin ']",Normal,3,30.555555555555557
300,301,Delcatty,Normal,NaN,65.0,65.0,800000.0,3840.0,70.0,400.0,60.0,1.1,32.6,3,0,70.0,55.0,55.0,90.0,"['Cute Charm', 'Normalize', 'Wonder Skin ']",Normal,3,26.942148760330575
301,302,Sableye,Dark,Ghost,85.0,125.0,1059860.0,6400.0,35.0,480.0,45.0,0.5,11.0,3,0,50.0,85.0,115.0,20.0,"['Keen Eye', 'Stall', 'Prankster']",Dark_Ghost,3,44.0
302,303,Mawile,Steel,Fairy,105.0,125.0,800000.0,5120.0,70.0,480.0,45.0,0.6,11.5,3,0,50.0,55.0,95.0,50.0,"['Hyper Cutter', 'Intimidate', 'Sheer Force']",Steel_Fairy,3,31.944444444444446
303,304,Aron,Steel,Rock,70.0,100.0,1250000.0,8960.0,35.0,330.0,180.0,0.4,60.0,3,0,50.0,40.0,40.0,30.0,"['Sturdy', 'Rock Head', 'Heavy Metal']",Steel_Rock,3,374.99999999999994
304,305,Lairon,Steel,Rock,90.0,140.0,1250000.0,8960.0,35.0,430.0,90.0,0.9,120.0,3,0,60.0,50.0,50.0,40.0,"['Sturdy', 'Rock Head', 'Heavy Metal']",Steel_Rock,3,148.14814814814815
305,306,Aggron,Steel,Rock,140.0,230.0,1250000.0,8960.0,35.0,630.0,45.0,2.1,360.0,3,0,70.0,60.0,80.0,50.0,"['Sturdy', 'Rock Head', 'Heavy Metal']",Steel_Rock,3,81.63265306122449
306,307,Meditite,Fighting,Psychic,40.0,55.0,1000000.0,5120.0,70.0,280.0,180.0,0.6,11.2,3,0,30.0,40.0,55.0,60.0,"['Pure Power', 'Telepathy']",Fighting_Psychic,2,31.11111111111111
307,308,Medicham,Fighting,Psychic,100.0,85.0,1000000.0,5120.0,70.0,510.0,90.0,1.3,31.5,3,0,60.0,80.0,85.0,100.0,"['Pure Power', 'Telepathy']",Fighting_Psychic,2,18.63905325443787
308,309,Electrike,Electric,NaN,45.0,40.0,1250000.0,5120.0,70.0,295.0,120.0,0.6,15.2,3,0,40.0,65.0,40.0,65.0,"['Static', 'Lightningrod', 'Minus']",Electric,3,42.22222222222222
309,310,Manectric,Electric,NaN,75.0,80.0,1250000.0,5120.0,70.0,575.0,45.0,1.5,40.2,3,0,70.0,135.0,80.0,135.0,"['Static', 'Lightningrod', 'Minus']",Electric,3,17.866666666666667
310,311,Plusle,Electric,NaN,50.0,40.0,1000000.0,5120.0,70.0,405.0,200.0,0.4,4.2,3,0,60.0,85.0,75.0,95.0,"['Plus', 'Lightningrod']",Electric,2,26.249999999999996
311,312,Minun,Electric,NaN,40.0,50.0,1000000.0,5120.0,70.0,405.0,200.0,0.4,4.2,3,0,60.0,75.0,85.0,95.0,"['Minus', 'Volt Absorb']",Electric,2,26.249999999999996
312,313,Volbeat,Bug,NaN,73.0,75.0,600000.0,3840.0,70.0,430.0,150.0,0.7,17.7,3,0,65.0,47.0,85.0,85.0,"['Illuminate', 'Swarm', 'Prankster']",Bug,3,36.12244897959184
313,314,Illumise,Bug,NaN,47.0,75.0,1640000.0,3840.0,70.0,430.0,150.0,0.6,17.7,3,0,65.0,73.0,85.0,85.0,"['Oblivious', 'Tinted Lens', 'Prankster']",Bug,3,49.166666666666664
314,315,Roselia,Grass,Poison,60.0,45.0,1059860.0,5120.0,70.0,400.0,150.0,0.3,2.0,3,0,50.0,100.0,80.0,65.0,"['Natural Cure', 'Poison Point', 'Leaf Guard']",Grass_Poison,3,22.22222222222222
315,316,Gulpin,Poison,NaN,43.0,53.0,1640000.0,5120.0,70.0,302.0,225.0,0.4,10.3,3,0,70.0,43.0,53.0,40.0,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Poison,3,64.37499999999999
316,317,Swalot,Poison,NaN,73.0,83.0,1640000.0,5120.0,70.0,467.0,75.0,1.7,80.0,3,0,100.0,73.0,83.0,55.0,"['Liquid Ooze', 'Sticky Hold', 'Gluttony']",Poison,3,27.68166089965398
317,318,Carvanha,Water,Dark,90.0,20.0,1250000.0,5120.0,35.0,305.0,225.0,0.8,20.8,3,0,45.0,65.0,20.0,65.0,"['Rough Skin', 'Speed Boost']",Water_Dark,2,32.49999999999999
318,319,Sharpedo,Water,Dark,140.0,70.0,1250000.0,5120.0,35.0,560.0,60.0,1.8,88.8,3,0,70.0,110.0,65.0,105.0,"['Rough Skin', 'Speed Boost']",Water_Dark,2,27.407407407407405
319,320,Wailmer,Water,NaN,70.0,35.0,1640000.0,10240.0,70.0,400.0,125.0,2.0,130.0,3,0,130.0,70.0,35.0,60.0,"['Water Veil', 'Oblivious', 'Pressure']",Water,3,32.5
320,321,Wailord,Water,NaN,90.0,45.0,1640000.0,10240.0,70.0,500.0,60.0,14.5,398.0,3,0,170.0,90.0,45.0,60.0,"['Water Veil', 'Oblivious', 'Pressure']",Water,3,1.8929845422116527
321,322,Numel,Fire,Ground,60.0,40.0,1000000.0,5120.0,70.0,305.0,255.0,0.7,24.0,3,0,60.0,65.0,45.0,35.0,"['Oblivious', 'Simple', 'Own Tempo']",Fire_Ground,3,48.9795918367347
322,323,Camerupt,Fire,Ground,120.0,100.0,1000000.0,5120.0,70.0,560.0,150.0,1.9,220.0,3,0,70.0,145.0,105.0,20.0,"['Magma Armor', 'Solid Rock', 'Anger Point']",Fire_Ground,3,60.94182825484765
323,324,Torkoal,Fire,NaN,85.0,140.0,1000000.0,5120.0,70.0,470.0,90.0,0.5,80.4,3,0,70.0,85.0,70.0,20.0,"['White Smoke', 'Drought', 'Shell Armor']",Fire,3,321.6
324,325,Spoink,Psychic,NaN,25.0,35.0,800000.0,5120.0,70.0,330.0,255.0,0.7,30.6,3,0,60.0,70.0,80.0,60.0,"['Thick Fat', 'Own Tempo', 'Gluttony']",Psychic,3,62.448979591836746
325,326,Grumpig,Psychic,NaN,45.0,65.0,800000.0,5120.0,70.0,470.0,60.0,0.9,71.5,3,0,80.0,90.0,110.0,80.0,"['Thick Fat', 'Own Tempo', 'Gluttony']",Psychic,3,88.2716049382716
326,327,Spinda,Normal,NaN,60.0,60.0,800000.0,3840.0,70.0,360.0,255.0,1.1,5.0,3,0,60.0,60.0,60.0,60.0,"['Own Tempo', 'Tangled Feet', 'Contrary']",Normal,3,4.132231404958677
327,328,Trapinch,Ground,NaN,100.0,45.0,1059860.0,5120.0,70.0,290.0,255.0,0.7,15.0,3,0,45.0,45.0,45.0,10.0,"['Hyper Cutter', 'Arena Trap', 'Sheer Force']",Ground,3,30.612244897959187
328,329,Vibrava,Ground,Dragon,70.0,50.0,1059860.0,5120.0,70.0,340.0,120.0,1.1,15.3,3,0,50.0,50.0,50.0,70.0,['Levitate'],Ground_Dragon,1,12.644628099173552
329,330,Flygon,Ground,Dragon,100.0,80.0,1059860.0,5120.0,70.0,520.0,45.0,2.0,82.0,3,0,80.0,80.0,80.0,100.0,['Levitate'],Ground_Dragon,1,20.5
330,331,Cacnea,Grass,NaN,85.0,40.0,1059860.0,5120.0,35.0,335.0,190.0,0.4,51.3,3,0,50.0,85.0,40.0,35.0,"['Sand Veil', 'Water Absorb']",Grass,2,320.62499999999994
331,332,Cacturne,Grass,Dark,115.0,60.0,1059860.0,5120.0,35.0,475.0,60.0,1.3,77.4,3,0,70.0,115.0,60.0,55.0,"['Sand Veil', 'Water Absorb']",Grass_Dark,2,45.798816568047336
332,333,Swablu,Normal,Flying,40.0,60.0,600000.0,5120.0,70.0,310.0,255.0,0.4,1.2,3,0,45.0,40.0,75.0,50.0,"['Natural Cure', 'Cloud Nine']",Normal_Flying,2,7.499999999999998
333,334,Altaria,Dragon,Flying,110.0,110.0,600000.0,5120.0,70.0,590.0,45.0,1.1,20.6,3,0,75.0,110.0,105.0,80.0,"['Natural Cure', 'Cloud Nine']",Dragon_Flying,2,17.02479338842975
334,335,Zangoose,Normal,NaN,115.0,60.0,600000.0,5120.0,70.0,458.0,90.0,1.3,40.3,3,0,73.0,60.0,60.0,90.0,"['Immunity', 'Toxic Boost']",Normal,2,23.846153846153843
335,336,Seviper,Poison,NaN,100.0,60.0,1640000.0,5120.0,70.0,458.0,90.0,2.7,52.5,3,0,73.0,100.0,60.0,65.0,"['Shed Skin', 'Infiltrator']",Poison,2,7.201646090534979
336,337,Lunatone,Rock,Psychic,55.0,65.0,800000.0,6400.0,70.0,460.0,45.0,1.0,168.0,3,0,90.0,95.0,85.0,70.0,['Levitate'],Rock_Psychic,1,168.0
337,338,Solrock,Rock,Psychic,95.0,85.0,800000.0,6400.0,70.0,460.0,45.0,1.2,154.0,3,0,90.0,55.0,65.0,70.0,['Levitate'],Rock_Psychic,1,106.94444444444444
338,339,Barboach,Water,Ground,48.0,43.0,1000000.0,5120.0,70.0,288.0,190.0,0.4,1.9,3,0,50.0,46.0,41.0,60.0,"['Oblivious', 'Anticipation', 'Hydration']",Water_Ground,3,11.874999999999996
339,340,Whiscash,Water,Ground,78.0,73.0,1000000.0,5120.0,70.0,468.0,75.0,0.9,23.6,3,0,110.0,76.0,71.0,60.0,"['Oblivious', 'Anticipation', 'Hydration']",Water_Ground,3,29.135802469135804
340,341,Corphish,Water,NaN,80.0,65.0,1640000.0,3840.0,70.0,308.0,205.0,0.6,11.5,3,0,43.0,50.0,35.0,35.0,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",Water,3,31.944444444444446
341,342,Crawdaunt,Water,Dark,120.0,85.0,1640000.0,3840.0,70.0,468.0,155.0,1.1,32.8,3,0,63.0,90.0,55.0,55.0,"['Hyper Cutter', 'Shell Armor', 'Adaptability']",Water_Dark,3,27.10743801652892
342,343,Baltoy,Ground,Psychic,40.0,55.0,1000000.0,5120.0,70.0,300.0,255.0,0.5,21.5,3,0,40.0,40.0,70.0,55.0,['Levitate'],Ground_Psychic,1,86.0
343,344,Claydol,Ground,Psychic,70.0,105.0,1000000.0,5120.0,70.0,500.0,90.0,1.5,108.0,3,0,60.0,70.0,120.0,75.0,['Levitate'],Ground_Psychic,1,48.0
344,345,Lileep,Rock,Grass,41.0,77.0,600000.0,7680.0,70.0,355.0,45.0,1.0,23.8,3,0,66.0,61.0,87.0,23.0,"['Suction Cups', 'Storm Drain']",Rock_Grass,2,23.8
345,346,Cradily,Rock,Grass,81.0,97.0,600000.0,7680.0,70.0,495.0,45.0,1.5,60.4,3,0,86.0,81.0,107.0,43.0,"['Suction Cups', 'Storm Drain']",Rock_Grass,2,26.844444444444445
346,347,Anorith,Rock,Bug,95.0,50.0,600000.0,7680.0,70.0,355.0,45.0,0.7,12.5,3,0,45.0,40.0,50.0,75.0,"['Battle Armor', 'Swift Swim']",Rock_Bug,2,25.510204081632658
347,348,Armaldo,Rock,Bug,125.0,100.0,600000.0,7680.0,70.0,495.0,45.0,1.5,68.2,3,0,75.0,70.0,80.0,45.0,"['Battle Armor', 'Swift Swim']",Rock_Bug,2,30.311111111111114
348,349,Feebas,Water,NaN,15.0,20.0,600000.0,5120.0,70.0,200.0,255.0,0.6,7.4,3,0,20.0,10.0,55.0,80.0,"['Swift Swim', 'Oblivious', 'Adaptability']",Water,3,20.555555555555557
349,350,Milotic,Water,NaN,60.0,79.0,600000.0,5120.0,70.0,540.0,60.0,6.2,162.0,3,0,95.0,100.0,125.0,81.0,"['Marvel Scale', 'Competitive', 'Cute Charm']",Water,3,4.2143600416233085
350,351,Castform,Normal,NaN,70.0,70.0,1000000.0,6400.0,70.0,420.0,45.0,0.3,0.8,3,0,70.0,70.0,70.0,70.0,['Forecast'],Normal,1,8.88888888888889
351,352,Kecleon,Normal,NaN,90.0,70.0,1059860.0,5120.0,70.0,440.0,200.0,1.0,22.0,3,0,60.0,60.0,120.0,40.0,"['Color Change', 'Protean']",Normal,2,22.0
352,353,Shuppet,Ghost,NaN,75.0,35.0,800000.0,6400.0,35.0,295.0,225.0,0.6,2.3,3,0,44.0,63.0,33.0,45.0,"['Insomnia', 'Frisk', 'Cursed Body']",Ghost,3,6.388888888888888
353,354,Banette,Ghost,NaN,165.0,75.0,800000.0,6400.0,35.0,555.0,45.0,1.1,12.5,3,0,64.0,93.0,83.0,75.0,"['Insomnia', 'Frisk', 'Cursed Body']",Ghost,3,10.330578512396693
354,355,Duskull,Ghost,NaN,40.0,90.0,800000.0,6400.0,35.0,295.0,190.0,0.8,15.0,3,0,20.0,30.0,90.0,25.0,"['Levitate', 'Frisk']",Ghost,2,23.437499999999996
355,356,Dusclops,Ghost,NaN,70.0,130.0,800000.0,6400.0,35.0,455.0,90.0,1.6,30.6,3,0,40.0,60.0,130.0,25.0,"['Pressure', 'Frisk']",Ghost,2,11.953124999999998
356,357,Tropius,Grass,Flying,68.0,83.0,1250000.0,6400.0,70.0,460.0,200.0,2.0,100.0,3,0,99.0,72.0,87.0,51.0,"['Chlorophyll', 'Solar Power', 'Harvest']",Grass_Flying,3,25.0
357,358,Chimecho,Psychic,NaN,50.0,80.0,800000.0,6400.0,70.0,455.0,45.0,0.6,1.0,3,0,75.0,95.0,90.0,65.0,['Levitate'],Psychic,1,2.7777777777777777
358,359,Absol,Dark,NaN,150.0,60.0,1059860.0,6400.0,35.0,565.0,30.0,1.2,47.0,3,0,65.0,115.0,60.0,115.0,"['Pressure', 'Super Luck', 'Justified']",Dark,3,32.63888888888889
359,360,Wynaut,Psychic,NaN,23.0,48.0,1000000.0,5120.0,70.0,260.0,125.0,0.6,14.0,3,0,95.0,23.0,48.0,23.0,"['Shadow Tag', 'Telepathy']",Psychic,2,38.88888888888889
360,361,Snorunt,Ice,NaN,50.0,50.0,1000000.0,5120.0,70.0,300.0,190.0,0.7,16.8,3,0,50.0,50.0,50.0,50.0,"['Inner Focus', 'Ice Body', 'Moody']",Ice,3,34.28571428571429
361,362,Glalie,Ice,NaN,120.0,80.0,1000000.0,5120.0,70.0,580.0,75.0,1.5,256.5,3,0,80.0,120.0,80.0,100.0,"['Inner Focus', 'Ice Body', 'Moody']",Ice,3,114.0
362,363,Spheal,Ice,Water,40.0,50.0,1059860.0,5120.0,70.0,290.0,255.0,0.8,39.5,3,0,70.0,55.0,50.0,25.0,"['Thick Fat', 'Ice Body', 'Oblivious']",Ice_Water,3,61.718749999999986
